id	local_path	size_bytes	sha256	url	license
libreoffice-anchorid	docx/libreoffice/libreoffice-anchorid.docx	17942	b1548a81a2992a1053736303451ea2ef7e93e68dd4f914584d837f4a319f0059	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/AnchorId.docx	MPL-2.0
libreoffice-animation-sound-embedded	pptx/libreoffice/libreoffice-animation-sound-embedded.pptx	4692	0c722d58248f1925bd2553a85e70c36ce17f2537604955cc67a2e30b21bdd342	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/animation-sound-embedded.pptx	MPL-2.0
libreoffice-animation-sound-external	pptx/libreoffice/libreoffice-animation-sound-external.pptx	4558	b1d7b0b3faa0caa2d64b722a1be128a08302d71003c78c046e851eea52d97e43	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/animation-sound-external.pptx	MPL-2.0
libreoffice-annotation-formatting	docx/libreoffice/libreoffice-annotation-formatting.docx	14298	82cf50dc33a937a4173e9fb9a95533c2f10094c5aa7fef6753175e343a680272	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/annotation-formatting.docx	MPL-2.0
libreoffice-arc-validiert	pptx/libreoffice/libreoffice-arc-validiert.pptx	14393	fd826b04af5a300d08db88a2e1aa963a8c39dab3041e4901d50f3c7364c7c3fc	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/arc-validiert.pptx	MPL-2.0
libreoffice-artistic-effects	docx/libreoffice/libreoffice-artistic-effects.docx	31934	114a5e538f7faaddb3c5be94c4e5c4db8df96f8445d8c00de50f92cedc58f92a	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/artistic_effects.docx	MPL-2.0
libreoffice-author-property	docx/libreoffice/libreoffice-author-property.docx	18198	28860347de273315e4c5f5126855f62f4bd61768b5950166b468275efc95e02a	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/author-property.docx	MPL-2.0
libreoffice-autofilter	xlsx/libreoffice/libreoffice-autofilter.xlsx	6299	fcd5b6599e2c25cbe5aa7f89f44ffeaaf72e6240b51be0d4bd4c22ae0bcde7f4	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/autofilter.xlsx	MPL-2.0
libreoffice-autofilter-colors	xlsx/libreoffice/libreoffice-autofilter-colors.xlsx	10708	cf1d66e64140eae397debf0c0adc78a4a27dea23c83df8e5cf71bdc6461fd6dd	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/autofilter-colors.xlsx	MPL-2.0
libreoffice-autofilter-colors-fg	xlsx/libreoffice/libreoffice-autofilter-colors-fg.xlsx	10750	9bc60d29e03245b0ec94233986eccf0cf6a78d898fbfcd3685024fb445ee5424	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/autofilter-colors-fg.xlsx	MPL-2.0
