id	local_path	family	producer	producer_detail	lineage	holdout	origin	url	license	rights_basis	source_project	source_ref
poi-49386-null-dates	pptx/poi/poi-49386-null-dates.pptx	pptx	no Application recorded	docProps/app.xml records an empty Application	apache/poi:pptx:#-null_dates	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/49386-null_dates.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-50755-workday-formula-example	xlsx/poi/poi-50755-workday-formula-example.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:#_workday_formula_example	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/50755_workday_formula_example.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-50784-font-theme-colours	xlsx/poi/poi-50784-font-theme-colours.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:#-font_theme_colours	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/50784-font_theme_colours.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-50786-indexed-colours	xlsx/poi/poi-50786-indexed-colours.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:#-indexed_colours	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/50786-indexed_colours.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-50846-border-colours	xlsx/poi/poi-50846-border-colours.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:#-border_colours	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/50846-border_colours.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-50867-with-table	xlsx/poi/poi-50867-with-table.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:#_with_table	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/50867_with_table.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-51187	pptx/poi/poi-51187.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 12.0000)	apache/poi:pptx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/51187.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-51626-contact	xlsx/poi/poi-51626-contact.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#_contact	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/51626_contact.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-51921-word-crash067	docx/poi/poi-51921-word-crash067.docx	docx	Microsoft Outlook	Microsoft Office Outlook (AppVersion 12.0000)	apache/poi:docx:#-word-crash	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/51921-Word-Crash067.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-52288	docx/poi/poi-52288.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 12.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/52288.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-52449	docx/poi/poi-52449.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 12.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/52449.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-52575-main	xlsx/poi/poi-52575-main.xlsx	xlsx	LibreOffice	LibreOffice/4.1.4.2$Linux_X86_64 LibreOffice_project/410$Build-2	apache/poi:xlsx:#_main	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/52575_main.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-53282b	xlsx/poi/poi-53282b.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#b	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/53282b.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-53798-shiftnegative-tmpl	xlsx/poi/poi-53798-shiftnegative-tmpl.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#_shiftnegative_tmpl	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/53798_shiftNegative_TMPL.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-54084-greek-beyond-bmp	xlsx/poi/poi-54084-greek-beyond-bmp.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:# - greek - beyond bmp	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/54084%20-%20Greek%20-%20beyond%20BMP.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-54288-ref	xlsx/poi/poi-54288-ref.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#-ref	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/54288-ref.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-54542-cropped-bitmap	pptx/poi/poi-54542-cropped-bitmap.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 14.0000)	apache/poi:pptx:#_cropped_bitmap	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/54542_cropped_bitmap.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-54764-2	xlsx/poi/poi-54764-2.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:#	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/54764-2.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-55406-conditional-formatting-sample	xlsx/poi/poi-55406-conditional-formatting-sample.xlsx	xlsx	Microsoft Office for Mac	Microsoft Macintosh Excel (AppVersion 14.0300)	apache/poi:xlsx:#_conditional_formatting_sample	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/55406_Conditional_formatting_sample.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-55733	docx/poi/poi-55733.docx	docx	no Application recorded	docProps/app.xml records an empty Application	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/55733.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-55906-multisheetrefs	xlsx/poi/poi-55906-multisheetrefs.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#-multisheetrefs	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/55906-MultiSheetRefs.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-55966	docx/poi/poi-55966.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/55966.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-56392	docx/poi/poi-56392.docx	docx	LibreOffice	LibreOffice/4.2.3.3$Linux_X86_64 LibreOffice_project/420m0$Build-3	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/56392.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-56688-1	xlsx/poi/poi-56688-1.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/56688_1.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-56812	pptx/poi/poi-56812.pptx	pptx	Microsoft Office for Mac	Microsoft Macintosh PowerPoint (AppVersion 14.0000)	apache/poi:pptx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/56812.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-56822-countifs	xlsx/poi/poi-56822-countifs.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	apache/poi:xlsx:#-countifs	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/56822-Countifs.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-57171-57163-57165	xlsx/poi/poi-57171-57163-57165.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#_#	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/57171_57163_57165.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-57312	docx/poi/poi-57312.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/57312.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-57482-onlynumeric	xlsx/poi/poi-57482-onlynumeric.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#-onlynumeric	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/57482-OnlyNumeric.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-57893-many-merges	xlsx/poi/poi-57893-many-merges.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	apache/poi:xlsx:#-many-merges	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/57893-many-merges.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-58067	docx/poi/poi-58067.docx	docx	Microsoft Office for Mac	Microsoft Macintosh Word (AppVersion 14.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/58067.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-58325-db	xlsx/poi/poi-58325-db.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	apache/poi:xlsx:#_db	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/58325_db.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-58325-lt	xlsx/poi/poi-58325-lt.xlsx	xlsx	no Application recorded	the package carries no docProps/app.xml	apache/poi:xlsx:#_lt	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/58325_lt.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-58616	xlsx/poi/poi-58616.xlsx	xlsx	encrypted OOXML (OLE2 container)	an OLE2 encrypted-package container, not a plain OOXML ZIP	apache/poi:xlsx:	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/58616.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-58618	docx/poi/poi-58618.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 12.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/58618.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-59378	docx/poi/poi-59378.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 15.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/59378.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-59746-norownums	xlsx/poi/poi-59746-norownums.xlsx	xlsx	no Application recorded	the package carries no docProps/app.xml	apache/poi:xlsx:#_norownums	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/59746_NoRowNums.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-60042	pptx/poi/poi-60042.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 14.0000)	apache/poi:pptx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/60042.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-60255-extra-drawingparts	xlsx/poi/poi-60255-extra-drawingparts.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 12.0000)	apache/poi:xlsx:#_extra_drawingparts	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/60255_extra_drawingparts.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-60293	docx/poi/poi-60293.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/60293.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-60316	docx/poi/poi-60316.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/60316.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-60329	docx/poi/poi-60329.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/60329.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-60810	pptx/poi/poi-60810.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 16.0000)	apache/poi:pptx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/60810.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-61060-conditional-number-formatting	xlsx/poi/poi-61060-conditional-number-formatting.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	apache/poi:xlsx:#-conditional-number-formatting	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/61060-conditional-number-formatting.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-61470	docx/poi/poi-61470.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/61470.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-61515	pptx/poi/poi-61515.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 15.0000)	apache/poi:pptx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/61515.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-61745	docx/poi/poi-61745.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 15.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/61745.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-61787	docx/poi/poi-61787.docx	docx	no Application recorded	the package carries no docProps/app.xml	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/61787.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-61991	docx/poi/poi-61991.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/61991.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-62629-tomerge	xlsx/poi/poi-62629-tomerge.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	apache/poi:xlsx:#_tomerge	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/62629_toMerge.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-63200	pptx/poi/poi-63200.pptx	pptx	Microsoft Office for Mac	Microsoft Macintosh PowerPoint (AppVersion 16.0000)	apache/poi:pptx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/63200.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-65099	docx/poi/poi-65099.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 15.0000)	apache/poi:docx:	yes	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/document/65099.docx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-70005-countifs	xlsx/poi/poi-70005-countifs.xlsx	xlsx	LibreOffice	LibreOffice/25.2.7.2$Linux_X86_64 LibreOffice_project/520$Build-2 (AppVersion 15.0000)	apache/poi:xlsx:#-countifs	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/70005-countifs.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-aascu-org-hbcu-leadershipsummit-cooper	pptx/poi/poi-aascu-org-hbcu-leadershipsummit-cooper.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 12.0000)	apache/poi:pptx:aascu.org_hbcu_leadershipsummit_cooper	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/aascu.org_hbcu_leadershipsummit_cooper_.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-aascu-org-workarea-downloadasset-aspx-id-5864	pptx/poi/poi-aascu-org-workarea-downloadasset-aspx-id-5864.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 12.0000)	apache/poi:pptx:aascu.org_workarea_downloadasset.aspx_id=	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/aascu.org_workarea_downloadasset.aspx_id%3D5864.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-absolute-anchor-over-empty-sheet	xlsx/poi/poi-absolute-anchor-over-empty-sheet.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	apache/poi:xlsx:absolute-anchor-over-empty-sheet	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/spreadsheet/absolute-anchor-over-empty-sheet.xlsx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-ae-ac-uaeu-faculty-nafaachbili-geomlec1	pptx/poi/poi-ae-ac-uaeu-faculty-nafaachbili-geomlec1.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 12.0000)	apache/poi:pptx:ae.ac.uaeu.faculty_nafaachbili_geomlec	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/ae.ac.uaeu.faculty_nafaachbili_GeomLec1.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
poi-alterman-security	pptx/poi/poi-alterman-security.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 14.0000)	apache/poi:pptx:alterman_security	no	upstream test corpus	https://raw.githubusercontent.com/apache/poi/dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860/test-data/slideshow/alterman_security.pptx	Apache-2.0	Apache POI test-data published under the Apache License 2.0 in the project repository	apache/poi	dca7cda1dc8a64197f7e7e8e7892ba9a0d79c860
