id	local_path	family	producer	producer_detail	lineage	holdout	origin	url	license	rights_basis	source_project	source_ref
libreoffice-chart	docx/libreoffice/libreoffice-chart.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 15.0000)	LibreOffice/core:docx:chart	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/chart.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-borderline-style	docx/libreoffice/libreoffice-chart-borderline-style.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:chart_borderline_style	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/Chart_BorderLine_Style.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-dupe	docx/libreoffice/libreoffice-chart-dupe.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:chart-dupe	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/chart-dupe.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-hyperlink	xlsx/libreoffice/libreoffice-chart-hyperlink.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	LibreOffice/core:xlsx:chart_hyperlink	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/chart_hyperlink.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-in-footer	docx/libreoffice/libreoffice-chart-in-footer.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:chart-in-footer	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/chart-in-footer.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-plot-borderline-style	docx/libreoffice/libreoffice-chart-plot-borderline-style.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:chart_plot_borderline_style	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/Chart_Plot_BorderLine_Style.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-prop	docx/libreoffice/libreoffice-chart-prop.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 12.0000)	LibreOffice/core:docx:chart-prop	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/chart-prop.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-pt-color-bg1	pptx/libreoffice/libreoffice-chart-pt-color-bg1.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 16.0000)	LibreOffice/core:pptx:chart_pt_color_bg	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/chart_pt_color_bg1.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chart-size	docx/libreoffice/libreoffice-chart-size.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 15.0000)	LibreOffice/core:docx:chart-size	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/chart-size.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-check-boolean	xlsx/libreoffice/libreoffice-check-boolean.xlsx	xlsx	LibreOffice	LibreOfficeDev/4.5.0.0.alpha0$Linux_X86_64 LibreOffice_project/de860a462a81046bc3797e2bcaa36679df34c	LibreOffice/core:xlsx:check-boolean	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/check-boolean.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-checkbox-control	docx/libreoffice/libreoffice-checkbox-control.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:checkbox-control	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/checkbox-control.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-checkbox-form-control	xlsx/libreoffice/libreoffice-checkbox-form-control.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	LibreOffice/core:xlsx:checkbox-form-control	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/checkbox-form-control.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-checkbox-form-control-align	xlsx/libreoffice/libreoffice-checkbox-form-control-align.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	LibreOffice/core:xlsx:checkbox-form-control-align	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/checkbox-form-control-align.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-checkbox-form-control-font	xlsx/libreoffice/libreoffice-checkbox-form-control-font.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	LibreOffice/core:xlsx:checkbox-form-control-font	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/checkbox-form-control-font.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-chtoutline	docx/libreoffice/libreoffice-chtoutline.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:chtoutline	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/chtoutline.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-cjklist30	docx/libreoffice/libreoffice-cjklist30.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:cjklist	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/cjklist30.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-clearing-break	docx/libreoffice/libreoffice-clearing-break.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:clearing-break	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/clearing-break.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-cloud	docx/libreoffice/libreoffice-cloud.docx	docx	no Application recorded	the package carries no docProps/app.xml	LibreOffice/core:docx:cloud	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/cloud.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-coloroverwritten	docx/libreoffice/libreoffice-coloroverwritten.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:coloroverwritten	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/ColorOverwritten.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-colorscale	xlsx/libreoffice/libreoffice-colorscale.xlsx	xlsx	LibreOffice	LibreOffice/4.1.0.0.alpha0$Linux_X86_64 LibreOffice_project/91c8b357ee2a27e50da0e99386e53d351e55cfd	LibreOffice/core:xlsx:colorscale	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/colorscale.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-colorscale-num-with-ref	xlsx/libreoffice/libreoffice-colorscale-num-with-ref.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	LibreOffice/core:xlsx:colorscale_num_with_ref	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/colorscale_num_with_ref.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-column-style	xlsx/libreoffice/libreoffice-column-style.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:column-style	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/column-style.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-column-style-2	xlsx/libreoffice/libreoffice-column-style-2.xlsx	xlsx	LibreOffice	LibreOfficeDev/5.2.0.0.alpha0$Linux_X86_64 LibreOffice_project/225e576dc5c1351be24cadc68d79a739d4d0c	LibreOffice/core:xlsx:column_style	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/column_style.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-column-style-autofilter	xlsx/libreoffice/libreoffice-column-style-autofilter.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:column-style-autofilter	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/column-style-autofilter.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-columnbreak	docx/libreoffice/libreoffice-columnbreak.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:columnbreak	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/columnbreak.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-combobox-control	docx/libreoffice/libreoffice-combobox-control.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:combobox-control	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/combobox-control.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-comment-annotationref	docx/libreoffice/libreoffice-comment-annotationref.docx	docx	Collabora Office	Collabora_OfficeDev/25.04.0.1$Linux_X86_64 LibreOffice_project/cb42d435978ea3090 (AppVersion 15.0000)	LibreOffice/core:docx:comment-annotationref	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/comment-annotationref.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-commentdone	docx/libreoffice/libreoffice-commentdone.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:commentdone	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/CommentDone.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-commentreply	docx/libreoffice/libreoffice-commentreply.docx	docx	LibreOffice	LibreOfficeDev/7.6.0.0.alpha0$Linux_X86_64 LibreOffice_project/43de98fb59ef3cd1c6eabd3174d57634b7d50	LibreOffice/core:docx:commentreply	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/CommentReply.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-complex-icon-set	xlsx/libreoffice/libreoffice-complex-icon-set.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:complex_icon_set	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/complex_icon_set.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-cond-format-formula-listener	xlsx/libreoffice/libreoffice-cond-format-formula-listener.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:cond_format_formula_listener	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/cond_format_formula_listener.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-cond-format-theme-color2	xlsx/libreoffice/libreoffice-cond-format-theme-color2.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:cond_format_theme_color	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/cond_format_theme_color2.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-cond-parent	xlsx/libreoffice/libreoffice-cond-parent.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:cond_parent	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/cond_parent.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-condformat-cellis	xlsx/libreoffice/libreoffice-condformat-cellis.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 14.0300)	LibreOffice/core:xlsx:condformat_cellis	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/condFormat_cellis.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-condformat-databar	xlsx/libreoffice/libreoffice-condformat-databar.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:condformat_databar	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/condformat_databar.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-condformat-theme-color	xlsx/libreoffice/libreoffice-condformat-theme-color.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 15.0300)	LibreOffice/core:xlsx:condformat_theme_color	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/condformat_theme_color.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-conditional-fmt-checkpriority	xlsx/libreoffice/libreoffice-conditional-fmt-checkpriority.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	LibreOffice/core:xlsx:conditional_fmt_checkpriority	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/conditional_fmt_checkpriority.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-conditional-fmt-origin	xlsx/libreoffice/libreoffice-conditional-fmt-origin.xlsx	xlsx	Microsoft Office	Microsoft Excel (AppVersion 16.0300)	LibreOffice/core:xlsx:conditional_fmt_origin	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/conditional_fmt_origin.xlsx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-conditionalstyles-tbllook	docx/libreoffice/libreoffice-conditionalstyles-tbllook.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 15.0000)	LibreOffice/core:docx:conditionalstyles-tbllook	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/conditionalstyles-tbllook.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-connector-shape-animations	pptx/libreoffice/libreoffice-connector-shape-animations.pptx	pptx	Microsoft Office for Mac	Microsoft Macintosh PowerPoint (AppVersion 16.0000)	LibreOffice/core:pptx:connector-shape-animations	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/connector-shape-animations.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-connectors	pptx/libreoffice/libreoffice-connectors.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 16.0000)	LibreOffice/core:pptx:connectors	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/connectors.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-content-control-grab-bag	docx/libreoffice/libreoffice-content-control-grab-bag.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:content-control-grab-bag	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/content-control-grab-bag.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-content-control-shape	docx/libreoffice/libreoffice-content-control-shape.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:content-control-shape	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/content-control-shape.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-content-placeholder-cases	pptx/libreoffice/libreoffice-content-placeholder-cases.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 16.0000)	LibreOffice/core:pptx:content-placeholder-cases	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/content-placeholder-cases.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-control-background-color	pptx/libreoffice/libreoffice-control-background-color.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 16.0000)	LibreOffice/core:pptx:control_background_color	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/control_background_color.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-cool15788-symbolcontentcontrol	docx/libreoffice/libreoffice-cool15788-symbolcontentcontrol.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 15.0000)	LibreOffice/core:docx:cool#_symbolcontentcontrol	yes	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/Cool15788_symbolContentControl.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-crop-pixel	docx/libreoffice/libreoffice-crop-pixel.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 14.0000)	LibreOffice/core:docx:crop-pixel	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/crop-pixel.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-crop-position	pptx/libreoffice/libreoffice-crop-position.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 14.0000)	LibreOffice/core:pptx:crop-position	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/crop-position.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-crop-roundtrip	docx/libreoffice/libreoffice-crop-roundtrip.docx	docx	Microsoft Office	Microsoft Office Word (AppVersion 16.0000)	LibreOffice/core:docx:crop-roundtrip	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/crop-roundtrip.docx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-crop-to-shape	pptx/libreoffice/libreoffice-crop-to-shape.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 16.0000)	LibreOffice/core:pptx:crop-to-shape	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/crop-to-shape.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
libreoffice-croppedto0	pptx/libreoffice/libreoffice-croppedto0.pptx	pptx	Microsoft Office	Microsoft Office PowerPoint (AppVersion 16.0000)	LibreOffice/core:pptx:croppedto	no	upstream test corpus	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/croppedTo0.pptx	MPL-2.0	LibreOffice core QA fixtures published under the Mozilla Public License 2.0 in the project repository	LibreOffice/core	dd2838cc25c38327617bb9d3b2d9b9c72b893828
